model,epoch,acc,auroc,f1,hyperparams
transformer,15,53.0595,0.8855,0.5166,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7ffab03cc2c0>}
transformer,20,52.0432,0.8801,0.5071,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7ffab03cc2c0>}
transformer,25,52.5937,0.877,0.5055,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7ffab03cc2c0>}
transformer,30,52.6996,0.8662,0.492,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7ffab03cc2c0>}
transformer,35,50.8363,0.8699,0.4814,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7ffab03cc2c0>}
transformer,40,50.3917,0.8671,0.4906,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7ffab03cc2c0>}
transformer,45,50.4764,0.8598,0.4762,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7ffab03cc2c0>}
transformer,50,49.9047,0.8604,0.4836,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7ffab03cc2c0>}
transformer,5,50.2011,0.8698,0.471,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7ff81848c2c0>}
transformer,10,53.9699,0.8923,0.5199,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7ff81848c2c0>}
transformer,15,52.5302,0.8884,0.5058,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7ff81848c2c0>}
transformer,20,50.4552,0.8725,0.4812,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7ff81848c2c0>}
transformer,25,50.9210,0.872,0.4981,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7ff81848c2c0>}
transformer,30,49.5871,0.8583,0.4692,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7ff81848c2c0>}
transformer,35,49.2060,0.8575,0.4729,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7ff81848c2c0>}
transformer,40,49.3542,0.86,0.4812,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7ff81848c2c0>}
transformer,45,49.3754,0.8594,0.4778,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7ff81848c2c0>}
transformer,50,49.7353,0.8584,0.4819,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7ff81848c2c0>}
transformer,5,50.3917,0.8631,0.4586,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f9cd914c2c0>}
transformer,10,53.5041,0.8901,0.5155,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f9cd914c2c0>}
transformer,15,54.1605,0.8899,0.5182,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f9cd914c2c0>}
transformer,20,52.1914,0.8686,0.5001,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f9cd914c2c0>}
transformer,25,51.2810,0.8648,0.4931,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f9cd914c2c0>}
transformer,30,51.1963,0.8576,0.4922,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f9cd914c2c0>}
transformer,35,49.7989,0.8558,0.4814,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f9cd914c2c0>}
transformer,40,49.6506,0.8595,0.4748,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f9cd914c2c0>}
transformer,45,49.2484,0.8482,0.4726,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f9cd914c2c0>}
transformer,50,49.5024,0.8527,0.4836,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f9cd914c2c0>}
transformer,5,50.3917,0.8582,0.4728,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 16; 'factory': <function build_transformer at 0x7fd025fcc2c0>}
transformer,10,53.3983,0.8907,0.5205,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 16; 'factory': <function build_transformer at 0x7fd025fcc2c0>}
transformer,15,54.1605,0.8907,0.5155,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 16; 'factory': <function build_transformer at 0x7fd025fcc2c0>}
transformer,20,52.6360,0.8743,0.5154,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 16; 'factory': <function build_transformer at 0x7fd025fcc2c0>}
transformer,25,50.9210,0.8567,0.4933,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 16; 'factory': <function build_transformer at 0x7fd025fcc2c0>}
transformer,30,50.8787,0.8557,0.4791,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 16; 'factory': <function build_transformer at 0x7fd025fcc2c0>}
transformer,35,50.2011,0.8532,0.4891,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 16; 'factory': <function build_transformer at 0x7fd025fcc2c0>}
transformer,40,49.1001,0.8528,0.4685,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 16; 'factory': <function build_transformer at 0x7fd025fcc2c0>}
transformer,45,49.4389,0.853,0.4801,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 16; 'factory': <function build_transformer at 0x7fd025fcc2c0>}
transformer,50,49.2060,0.847,0.4773,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 16; 'factory': <function build_transformer at 0x7fd025fcc2c0>}
transformer,5,50.2223,0.8748,0.4676,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 1; 'factory': <function build_transformer at 0x7f312fd802c0>}
transformer,10,52.7631,0.8889,0.4985,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 1; 'factory': <function build_transformer at 0x7f312fd802c0>}
transformer,15,52.5937,0.8888,0.497,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 1; 'factory': <function build_transformer at 0x7f312fd802c0>}
transformer,20,49.4177,0.8743,0.4705,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 1; 'factory': <function build_transformer at 0x7f312fd802c0>}
transformer,25,49.3966,0.8689,0.4841,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 1; 'factory': <function build_transformer at 0x7f312fd802c0>}
transformer,30,49.1213,0.8665,0.4746,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 1; 'factory': <function build_transformer at 0x7f312fd802c0>}
transformer,35,51.1539,0.8689,0.4879,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 1; 'factory': <function build_transformer at 0x7f312fd802c0>}
transformer,40,50.4764,0.8695,0.4864,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 1; 'factory': <function build_transformer at 0x7f312fd802c0>}
transformer,45,43.6799,0.8303,0.3547,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 1; 'factory': <function build_transformer at 0x7f312fd802c0>}
transformer,50,22.2105,0.5165,0.03635,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 1; 'factory': <function build_transformer at 0x7f312fd802c0>}
transformer,5,51.3445,0.8705,0.4669,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 4; 'factory': <function build_transformer at 0x7f4ef10d82c0>}
transformer,10,53.3347,0.8889,0.5116,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 4; 'factory': <function build_transformer at 0x7f4ef10d82c0>}
transformer,15,53.1654,0.8839,0.5002,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 4; 'factory': <function build_transformer at 0x7f4ef10d82c0>}
transformer,20,53.4406,0.8749,0.5043,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 4; 'factory': <function build_transformer at 0x7f4ef10d82c0>}
transformer,25,51.1328,0.8628,0.4851,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 4; 'factory': <function build_transformer at 0x7f4ef10d82c0>}
transformer,30,50.3705,0.859,0.4834,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 4; 'factory': <function build_transformer at 0x7f4ef10d82c0>}
transformer,35,49.7777,0.8533,0.4763,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 4; 'factory': <function build_transformer at 0x7f4ef10d82c0>}
transformer,40,48.9308,0.8615,0.4661,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 4; 'factory': <function build_transformer at 0x7f4ef10d82c0>}
transformer,45,49.3331,0.8592,0.464,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 4; 'factory': <function build_transformer at 0x7f4ef10d82c0>}
transformer,50,50.8999,0.8655,0.4887,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 4; 'factory': <function build_transformer at 0x7f4ef10d82c0>}
transformer,5,46.6653,0.8647,0.4467,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 8; 'factory': <function build_transformer at 0x7f23b9cc02c0>}
transformer,10,53.6947,0.8938,0.5172,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 8; 'factory': <function build_transformer at 0x7f23b9cc02c0>}
transformer,15,50.8575,0.889,0.4927,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 8; 'factory': <function build_transformer at 0x7f23b9cc02c0>}
transformer,20,50.5823,0.8704,0.4868,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 8; 'factory': <function build_transformer at 0x7f23b9cc02c0>}
transformer,25,50.2011,0.8602,0.4886,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 8; 'factory': <function build_transformer at 0x7f23b9cc02c0>}
transformer,30,50.3070,0.8601,0.488,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 8; 'factory': <function build_transformer at 0x7f23b9cc02c0>}
transformer,35,46.6229,0.8499,0.4637,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 8; 'factory': <function build_transformer at 0x7f23b9cc02c0>}
transformer,40,49.4389,0.8552,0.4763,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 8; 'factory': <function build_transformer at 0x7f23b9cc02c0>}
transformer,45,49.5871,0.8602,0.475,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 8; 'factory': <function build_transformer at 0x7f23b9cc02c0>}
transformer,50,50.8787,0.8612,0.4844,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'nhead': 8; 'factory': <function build_transformer at 0x7f23b9cc02c0>}
